"","SC78_6_factor1","SC78_6_factor2","SC78_6_factor3","SC78_6_factor4","SC78_6_factor5","SC78_6_factor6","SC78_6_factor7","SC78_6_factor8","SC78_6_factor9"
"59","Srgn","Gm5483","Ncf1","Rpl26","Mcemp1","Lst1","Fbxo11","Ifitm2","Lcp1"
"60","Mmp9","Sdcbp","Ninj1","Rps15a","mt-Co1","Entpd1","Ptprj","Ctss","Mxd1"
"61","Pkm","Actg1","Abtb2","Atp6v0e","Junb","Ndel1","Plaur","Tapbp","Ubb"
"62","Prr13","Kpna4","Bcl2l11","Rpl6","Dusp1","Mxd1","Tpd52","Ifi47","mt-Co3"
"63","mt-Co2","Btg1","Mcl1","Dynll1","Cyba","Pnrc1","Plek","Il1r2","Marcks"
"64","Gpx1","Lilrb4a","N4bp1","H2afj","Map1lc3b","Rnf149","Klhl2","Cers6","Bcl6"
"65","Sh3bgrl3","Ostf1","Ccl3","Chchd2","Clic1","Txn1","Arhgap15","Tap1","Rab8b"
"66","Dstn","Prdx5","Adam17","Rps12","Fxyd5","Fxyd5","Fam134b","Isg20","Ppp3ca"
"67","Txn1","Suco","Hcar2","Pfdn5","Hmgb2","Ifrd1","Lmnb1","Cd9","App"
"68","H2-D1","H2-D1","Clec4d","Rabac1","Ctsd","Cxcr4","Sp140","Nampt","mt-Co2"
"69","Arpc2","Fnip2","Relb","Fau","Lcp1","Ptprc","Lilrb4a","Tlr4","Litaf"
"70","Plaur","Fcer1g","Lcp2","Sh3bgrl3","Pglyrp1","Slc16a3","Rnf149","Plaur","Mtus1"
"71","R3hdm4","Plin2","Malt1","Rps28","Cotl1","Atp2b1","Myh9","Basp1","Prkcb"
"72","Cd14","Igf1r","Sgms2","Rpl7","Grina","Igfbp6","Actr3","Parp9","Atrnl1"
"73","Fcer1g","Osbpl9","Ftl1","Rpl28","Csf3r","Cd14","Dock2","Mxd1","Lyn"
"74","Sri","Tmem189","Ets2","Cdk2ap2","Itm2b","Ccr1","Il1b","Pkm","Actb"
"75","Stfa3","Fnip1","Dennd4a","Sub1","Glrx","B2m","Itpkb","Actb","Cmip"
"76","Adpgk","Gm42418","Lpcat2","Rpl37","Lsp1","Map1lc3b","Plin2","Sdcbp","Tra2a"
"77","Arpc3","Gabarap","Fbxo11","H3f3b","Cdc42","Cd9","Agpat9","Ccrl2","Arih1"
"78","Ostf1","Ankrd33b","H2-D1","Gng5","Ccl6","Gm5150","Emilin2","Zfp36","Mbnl2"
"79","Rpsa","Ptgs2","Rab11fip1","Eif5a","Tpd52","Gadd45b","Lcp1","Gm13822","Mcl1"
"80","Msrb1","Gadd45b","Lilrb4a","Hist1h2bc","Gabarap","Mir142hg","Jdp2","Btg2","Hdc"
"81","Itm2b","Ctsb","Gm42418","Rps24","Ddx5","Sorl1","Ddx6","S100a11","Srgn"
"82","Rplp0","Ap3s1","Tnfrsf1b","Atp5l","Cfl1","Clec4d","Zfand3","Cd53","mt-Atp6"
"83","Ubb","Tpd52","B2m","Gm2a","Irg1","Cdc42","Ptbp3","Cd14","Herc4"
"84","Gnai2","Msra","Antxr2","Atox1","Gnai2","Hp","Trps1","Txn1","Camk1d"
"85","Cdc42","Clec4d","Neat1","Tpt1","Pim1","Clec4e","Samsn1","Kpna4","Msrb1"
"86","Eef1a1","Pgk1","Igsf6","Rps25","Arpc2","Cd52","Il1rap","Smchd1","Syk"
"87","Vim","Pim1","H2-K1","Rps26","Atp6v1g1","Zfp36","Lamp2","S100a8","Zfand5"
"88","Cd9","Hk2","Tnfaip2","Map1lc3b","Aldoa","Ubc","Ncf2","Zbp1","Osbpl9"
"89","Cotl1","Higd1a","Btg2","Plin2","Pkm","Calm2","Btg1","Chmp4b","Kdm7a"
"90","Rps27a","Sorl1","Samsn1","Arpc1b","Myl6","Antxr2","Tmsb4x","Lmnb1","Arg2"
"91","Vasp","Zfp36l2","Csf3r","Itm2b","Jund","Cxcl2","Zcchc6","Rab7","Mctp2"
"92","Arpc5","Cd53","Actb","Slc25a5","Mxd1","Cst3","Pbx1","Neat1","Klf6"
"93","Atxn10","Soat1","Dusp2","Eef1b2","Zyx","Arg2","Ppp1r3b","Sik3","Map3k5"
"94","Anxa11","Wsb1","Zfand3","AF251705","Plaur","March7","Cnnm2","Smox","Gab2"
"95","Taldo1","Bcl2l1","Lcp1","Hmgb1","Gpx1","Rps27","Rbms1","Ptgs2","Lrg1"
"96","Gpi1","Ifrd1","Nr4a1","Calm1","Fcgr3","Snap23","Fth1","Ccr1","Hp"
"97","Ldha","Xylt1","S100a8","Tceb2","Rps16","Etf1","Por","Plek","Ftl1"
"98","Pygl","Phf21a","Susd6","Hist1h1c","Prr13","Ccrl2","Hpcal1","Fxyd5","March7"
"99","Glrx","Pfkl","mt-Atp6","Pfn1","Stx11","Tnfaip2","Iqgap1","Fau","Suco"
"100","Asprv1","Il1b","Nfe2l2","Brk1","Litaf","Hmgb2","Wbp1l","Pfn1","Osm"
