"","SC78_8_factor1","SC78_8_factor2","SC78_8_factor3","SC78_8_factor4","SC78_8_factor5","SC78_8_factor6","SC78_8_factor7","SC78_8_factor8"
"270","Vav3","Msn","Tra2a","Per1","Ptk2b","Mir142hg","Mctp1","Pabpc1"
"271","Tbc1d14","Trib1","Srsf5","Rpl21","Nlrp3","Clk1","Tgfbi","Pfdn5"
"272","Mmp9","Suco","Il15","Sh3glb1","Arpc5","Dock10","Gng5","Tkt"
"273","Gpx1","Sf3b1","Tax1bp1","Selplg","Ostf1","Fam65b","Fgl2","Pgd"
"274","Rsrp1","Rbm39","Msra","Rbm3","Rpl17","Mtmr3","Clk1","Tln1"
"275","Cd53","Nfkb2","1700112E06Rik","Ankrd12","Chchd2","Strn3","Atp6v0d1","Fam32a"
"276","Pygl","Slc2a6","Eif4a1","Vamp8","Selk","Whsc1l1","Sntb2","A530064D06Rik"
"277","Cst3","Arf4","Pnrc1","Atp5l","Osbpl9","Stk17b","Gadd45a","Supt4a"
"278","Itm2b","mt-Co3","Ptafr","Arih1","Cers6","Ncoa2","Rpl37","Ppp1r2"
"279","Rbms1","Etf1","Inpp5a","Plaur","Rps27a","Rpl27","Pag1","Pim1"
"280","D1Ertd622e","Cfl1","Fus","Tspan13","Atp2b1","Phip","Serinc3","B2m"
"281","Sephs2","Arpc1b","Usp32","Brk1","Nfkbia","Ppig","Slc2a1","Rpl35a"
"282","Gabarap","Chd2","Sec24b","Bri3","Clic4","Gnb1","Tra2a","Pnrc1"
"283","Por","Il10ra","Gpr35","Atg3","March7","Btbd7","Cers6","Notch2"
"284","Rlf","Il1rap","Vamp4","Tax1bp1","Runx1","Esyt2","Klra2","Fpr1"
"285","Qsox1","Mrpl33","Ftl1","1810058I24Rik","Arpc1b","Trpm7","Diaph1","Adipor1"
"286","Cux1","Npepps","Stk40","Ostf1","Ifit3b","Add3","Dhrs9","Cdk2ap2"
"287","Susd6","Cd53","Prkcb","Arih2","Pde4b","Iqgap1","Rps16","Fam65b"
"288","Lilr4b","Orai2","Ptk2b","Fem1c","Vamp8","Zfp36l1","Fcgr3","Rps25"
"289","Ier2","Grb2","Sbno1","Gls","Hspa5","Zfand3","Srsf5","Klra2"
"290","Ifitm3","Rab7","Cd84","Atp5e","Themis2","Mbd5","Cst3","Gadd45a"
"291","Rbm47","Creb1","Gnai3","Tmem59","Tpm3","Crebbp","Ppp1r2","Tgfbi"
"292","Amica1","Rhog","Isy1","Rpl35a","Fam32a","Ythdc1","Kras","Btg2"
"293","Samhd1","Map2k3","Tes","Slc38a1","Marcksl1","Wdfy4","Chmp4b","Lbr"
"294","Smox","Gnai2","Bcl2l11","Hist1h2bc","Irak2","Eif4g3","Ppp1r3b","Sdcbp"
"295","Pip4k2a","Sntb2","Fam65b","Csf2rb","Clec4n","Mkln1","Agpat9","Bst1"
"296","Hmox1","Plaur","Cfap43","Cox17","Ankfy1","Nufip2","Dopey2","Hif1a"
"297","Kctd12","mt-Co2","Adam17","Btf3","Hnrnpa2b1","Ube2s","Vps4b","Pxn"
"298","Igsf6","Baz2b","Col4a3bp","Pde7b","Gmfg","Atf7ip","Serf2","Atp5e"
"299","Plcl2","Sik3","Nudt4","Picalm","Lcp2","Cpsf6","Gla","Eif4ebp1"
"300","Il18rap","Sat1","Crebbp","Arhgdib","Nmi","Fos","Vasp","Rps21"
