"","SC78_1_factor1","SC78_1_factor2","SC78_1_factor3","SC78_1_factor4","SC78_1_factor5","SC78_1_factor6","SC78_1_factor7","SC78_1_factor8"
"270","Arpc1b","Rac2","Fbxl5","Atp6v0d1","Tmem59","Lrg1","Gm5150","Pygl"
"271","Cfap43","Coro1a","Xpr1","Tnrc18","Dock2","Tgm2","Ppp1r15a","Slfn2"
"272","Rsrp1","Dusp5","Gpr35","Ppp1r3b","Calm2","Hspa5","Ppp1r3b","Notch2"
"273","Rbms1","Sf3b1","Il1rn","BC005537","Tgm2","Atp6v0e","Dock2","Sdcbp"
"274","Hmgb2","Cdk2ap2","Dusp5","Tax1bp1","Entpd1","Adam17","Sf3b1","Cd300lb"
"275","Slc15a3","Il1f9","Arih1","Jak1","Slfn2","Rdh12","Map3k5","Ddit3"
"276","Gmfg","Lrrc25","Pnrc1","Gm26740","Fosl2","4833407H14Rik","Pag1","Ogt"
"277","Etf1","Samhd1","Lasp1","Mycbp2","Arpc4","Themis2","Zyx","Ddx3x"
"278","Plk3","Igsf6","Rbpj","Il1rap","Prr13","Fam134b","Ddit3","Gnaq"
"279","Ctsd","Map2k3","Trappc9","Cacul1","Mbnl2","Lamp2","Rsrp1","Anxa11"
"280","Ostf1","Osbpl9","C130026I21Rik","Tbc1d1","Arhgdia","Csf2ra","1700112E06Rik","Zswim6"
"281","Egr1","Grina","Gm16194","Eif5","Pglyrp1","Jdp2","Rhoa","Abtb2"
"282","H2-K1","Tnrc18","Eea1","Lyst","Srsf5","Trem3","Slc3a2","Tpm4"
"283","Eea1","Elmo1","Gm26532","Arpc3","Rpl35a","Cox8a","Ppt1","Stk38"
"284","Rab2a","Alcam","Runx2","Atp6v1b2","Slc38a2","Sbno1","Hspa5","Rbm39"
"285","Vps37b","Pak1","Wbp1l","Usp32","Tmed2","Pygl","Arf1","Actr3"
"286","Sept7","Dock2","Agpat9","Nfia","Csf2ra","Ubb","Gnai2","Sgms2"
"287","BC005537","Snx10","Cd84","Itpkb","Cap1","Dnaja1","C130026I21Rik","Rab11fip1"
"288","Nab1","Rilpl2","Pdlim5","Nrd1","Tmed10","Cdk2ap2","Chmp4b","Nisch"
"289","Sbno1","Pdlim5","Gpcpd1","Msn","Marcksl1","Tmbim6","Dnaja1","Hdac4"
"290","Klf3","Mrgpra2b","Sat1","Btg2","Rps12","Tlcd2","Trem3","Rnf144a"
"291","Ccnl1","Optn","Sell","Alcam","Ppp1ca","Dazap2","Plin2","Clk1"
"292","Trem3","Ctsd","Gch1","Rab21","Il13ra1","Lcn2","Pbx1","Myadm"
"293","Rock1","Anxa11","Cfap43","Emilin2","Asap1","Zeb2","BC005537","Ier2"
"294","Pnrc1","Dhx40","Gadd45a","Epsti1","Magoh","Mirt1","Tnrc18","Cd101"
"295","Tlcd2","Il1rap","Dhx40","Runx2","Ddx3x","Cers6","Tgoln1","Igsf6"
"296","Dgat1","Klf6","Klra2","Atg7","1810037I17Rik","Il1rap","Ezr","C5ar1"
"297","Mbd2","Arpc3","Adgre5","Hif1a","Nadk","Calm2","Syk","Adipor1"
"298","Fam65b","Itgb2","Trpm2","Ctage5","Slc15a3","Cfap43","Myh9","Vasp"
"299","Fam49b","Ralgapa1","Prkcb","Smarca2","Scand1","Map2k3","AF251705","Adrbk1"
"300","Tmbim6","Ier2","Dennd1b","2810474O19Rik","H2-T23","Atp6v0d1","Sbno1","Camk1d"
