"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Sart3",1.48907236080835e-24,0.53906540443588,0.417,0.127,2.51787245489084e-20,"CD4+ Helper T Lymphocytes","Sart3"
"Cxxc1",1.49657254048027e-24,0.873536642244825,0.337,0.094,2.5305545086981e-20,"CD4+ Helper T Lymphocytes","Cxxc1"
"Chst122",1.50030990678579e-24,0.674119186492648,0.296,0.078,2.53687402138408e-20,"CD4+ Helper T Lymphocytes","Chst12"
"Gm146981",1.50808929049406e-24,0.394614777351498,0.312,0.082,2.5500281812964e-20,"CD4+ Helper T Lymphocytes","Gm14698"
"Abi23",1.51390342414287e-24,0.670794308553312,0.291,0.076,2.55985929988318e-20,"CD4+ Helper T Lymphocytes","Abi2"
"Prdx31",1.53779692120535e-24,0.81004502263326,0.437,0.138,2.60026081406613e-20,"CD4+ Helper T Lymphocytes","Prdx3"
"Cd802",1.54308133159677e-24,1.89752215657842,0.146,0.024,2.60919622359698e-20,"CD4+ Helper T Lymphocytes","Cd80"
"Twsg12",1.59734951919847e-24,0.917969011791469,0.281,0.073,2.70095830201269e-20,"CD4+ Helper T Lymphocytes","Twsg1"
"Smu11",1.6788604754042e-24,0.500311858839219,0.543,0.183,2.83878517786095e-20,"CD4+ Helper T Lymphocytes","Smu1"
"Fbxo421",1.68230185961369e-24,0.265511691620105,0.528,0.175,2.84460421442079e-20,"CD4+ Helper T Lymphocytes","Fbxo42"
"Ciao1",1.75012881649904e-24,0.485550440334634,0.347,0.096,2.95929281581822e-20,"CD4+ Helper T Lymphocytes","Ciao1"
"Gab22",1.8055963900636e-24,1.1109474297742,0.246,0.06,3.05308293595855e-20,"CD4+ Helper T Lymphocytes","Gab2"
"Dazap1",1.81448695036947e-24,0.771388133206753,0.729,0.288,3.06811598437974e-20,"CD4+ Helper T Lymphocytes","Dazap1"
"Nolc1",1.81793789362015e-24,0.798051258032922,0.462,0.15,3.07395118432232e-20,"CD4+ Helper T Lymphocytes","Nolc1"
"Smarcd24",1.87272421439665e-24,0.428738729145038,0.543,0.182,3.1665893741233e-20,"CD4+ Helper T Lymphocytes","Smarcd2"
"Cox7b3",1.88450838976544e-24,0.949451257727602,0.799,0.417,3.18651523625439e-20,"CD4+ Helper T Lymphocytes","Cox7b"
"Ctu2",1.8869828098001e-24,0.556202950816841,0.256,0.061,3.19069923309098e-20,"CD4+ Helper T Lymphocytes","Ctu2"
"Kpna32",1.88890898471337e-24,0.460270555668881,0.719,0.283,3.19395620225184e-20,"CD4+ Helper T Lymphocytes","Kpna3"
"Ppdpf1",1.91946501388443e-24,0.886983928838824,0.558,0.196,3.24562339197718e-20,"CD4+ Helper T Lymphocytes","Ppdpf"
"Pla2g12a",1.93005836345222e-24,1.89341109674286,0.141,0.023,3.26353568676135e-20,"CD4+ Helper T Lymphocytes","Pla2g12a"
"Gtf2ird11",1.95674662670821e-24,1.2414805750151,0.151,0.026,3.30866287110091e-20,"CD4+ Helper T Lymphocytes","Gtf2ird1"
"Ddx39b",1.9932578178819e-24,0.958344726959878,0.814,0.386,3.3703996442565e-20,"CD4+ Helper T Lymphocytes","Ddx39b"
"Coa42",2.0225633705347e-24,2.54016890140571,0.131,0.02,3.41995240323712e-20,"CD4+ Helper T Lymphocytes","Coa4"
"Ggh3",2.03510186366982e-24,1.14025810469966,0.201,0.042,3.4411537412793e-20,"CD4+ Helper T Lymphocytes","Ggh"
"Mzt21",2.04223845497612e-24,0.982683708125795,0.156,0.027,3.45322100351912e-20,"CD4+ Helper T Lymphocytes","Mzt2"
"Morn2",2.14890974042648e-24,2.57609341947152,0.06,0.004,3.63359148008714e-20,"CD4+ Helper T Lymphocytes","Morn2"
"Sdhc1",2.15355437247407e-24,0.559070630928028,0.447,0.14,3.64144508841641e-20,"CD4+ Helper T Lymphocytes","Sdhc"
"1700037H04Rik1",2.1702597448728e-24,0.603819183310051,0.171,0.032,3.66969220260542e-20,"CD4+ Helper T Lymphocytes","1700037H04Rik"
"Gm206041",2.18345322034499e-24,1.72373562527486,0.101,0.012,3.69200105028135e-20,"CD4+ Helper T Lymphocytes","Gm20604"
"Clk32",2.21244737864733e-24,0.567525896788464,0.472,0.151,3.74102727255478e-20,"CD4+ Helper T Lymphocytes","Clk3"
"Metap21",2.35414147976263e-24,0.894371096206296,0.653,0.266,3.98061782813063e-20,"CD4+ Helper T Lymphocytes","Metap2"
"Mrpl334",2.3662384686398e-24,0.913849261229594,0.799,0.418,4.00107262662304e-20,"CD4+ Helper T Lymphocytes","Mrpl33"
"Mzt11",2.40172778304712e-24,0.468807277695652,0.482,0.156,4.06108150835438e-20,"CD4+ Helper T Lymphocytes","Mzt1"
"Ndufb33",2.41816017832623e-24,0.853152890238363,0.688,0.27,4.08886704553183e-20,"CD4+ Helper T Lymphocytes","Ndufb3"
"Malsu1",2.53041617074613e-24,0.575534892851739,0.487,0.158,4.27868070311464e-20,"CD4+ Helper T Lymphocytes","Malsu1"
"Trim271",2.6763783076242e-24,0.71439953544741,0.467,0.151,4.52548808036176e-20,"CD4+ Helper T Lymphocytes","Trim27"
"Ccdc138",2.67979182549769e-24,1.09111852707265,0.241,0.057,4.53125999773405e-20,"CD4+ Helper T Lymphocytes","Ccdc138"
"Timm133",2.68726270005542e-24,1.08012854363124,0.698,0.304,4.54389249952372e-20,"CD4+ Helper T Lymphocytes","Timm13"
"Timm10",2.74513539615497e-24,1.31657176162852,0.216,0.048,4.64174944135844e-20,"CD4+ Helper T Lymphocytes","Timm10"
"Psmg2",2.78061187996552e-24,0.570377257638843,0.367,0.106,4.7017366278337e-20,"CD4+ Helper T Lymphocytes","Psmg2"
"Ndufb112",2.80049537442328e-24,0.912714443764256,0.809,0.419,4.73535762861233e-20,"CD4+ Helper T Lymphocytes","Ndufb11"
"Srp54b1",2.80748477792911e-24,0.422927824849839,0.603,0.21,4.74717601100033e-20,"CD4+ Helper T Lymphocytes","Srp54b"
"Cnot83",2.8479709445095e-24,0.236315780183745,0.487,0.156,4.81563407007111e-20,"CD4+ Helper T Lymphocytes","Cnot8"
"Trappc2l3",2.94737580389532e-24,0.594336128326079,0.462,0.15,4.9837177468066e-20,"CD4+ Helper T Lymphocytes","Trappc2l"
"0610012G03Rik1",3.05360756383962e-24,0.597249982406436,0.427,0.132,5.16334502969641e-20,"CD4+ Helper T Lymphocytes","0610012G03Rik"
"Golga73",3.09312542456074e-24,0.751753683344365,0.518,0.175,5.23016578038975e-20,"CD4+ Helper T Lymphocytes","Golga7"
"Spats21",3.1082093120706e-24,2.1268005702641,0.09,0.01,5.25567112578019e-20,"CD4+ Helper T Lymphocytes","Spats2"
"1110008P14Rik3",3.20316972831534e-24,0.553269875352786,0.422,0.13,5.4162396936084e-20,"CD4+ Helper T Lymphocytes","1110008P14Rik"
"Bax4",3.25850203147606e-24,0.893039508386612,0.678,0.268,5.50980108502286e-20,"CD4+ Helper T Lymphocytes","Bax"
"Shc13",3.2621331549334e-24,0.505259064998431,0.327,0.089,5.51594095167688e-20,"CD4+ Helper T Lymphocytes","Shc1"
"Aifm1",3.2747820666758e-24,0.410032261865516,0.347,0.098,5.53732899654211e-20,"CD4+ Helper T Lymphocytes","Aifm1"
"Tomm52",3.28268125767759e-24,0.896670971447792,0.593,0.218,5.55068573860704e-20,"CD4+ Helper T Lymphocytes","Tomm5"
"Asah12",3.32879037101419e-24,2.73349002706717,0.176,0.035,5.6286516383479e-20,"CD4+ Helper T Lymphocytes","Asah1"
"Ddx11",3.33110779890867e-24,0.534929732766116,0.236,0.054,5.63257017717468e-20,"CD4+ Helper T Lymphocytes","Ddx11"
"Kcnk53",3.3840916800194e-24,0.691368016694128,0.236,0.055,5.7221606217448e-20,"CD4+ Helper T Lymphocytes","Kcnk5"
"Dars2",3.42529729576433e-24,0.398868527615389,0.206,0.043,5.79183519740791e-20,"CD4+ Helper T Lymphocytes","Dars2"
"Plekhf22",3.59672983538347e-24,0.496309751184714,0.332,0.092,6.08171047864991e-20,"CD4+ Helper T Lymphocytes","Plekhf2"
"Ppp2r1a4",3.74916841870812e-24,0.443622423885269,0.558,0.189,6.33946887919356e-20,"CD4+ Helper T Lymphocytes","Ppp2r1a"
"Mrpl461",3.777507157815e-24,0.530334378947421,0.281,0.071,6.38738685314938e-20,"CD4+ Helper T Lymphocytes","Mrpl46"
"Dcaf151",3.78905309311085e-24,0.451447272379034,0.382,0.113,6.40690987514113e-20,"CD4+ Helper T Lymphocytes","Dcaf15"
"Dnajc241",3.80445945894316e-24,0.247691110153451,0.382,0.112,6.43296049912698e-20,"CD4+ Helper T Lymphocytes","Dnajc24"
"Tex93",4.17795680074575e-24,0.868609843843049,0.226,0.051,7.06450715438099e-20,"CD4+ Helper T Lymphocytes","Tex9"
"Mocs2",4.20478557801823e-24,0.774406180047702,0.302,0.08,7.10987193387103e-20,"CD4+ Helper T Lymphocytes","Mocs2"
"Wdr18",4.23261522050858e-24,0.687209276864887,0.271,0.068,7.15692907635795e-20,"CD4+ Helper T Lymphocytes","Wdr18"
"Ccnb1ip11",4.31428747192332e-24,1.95243240767766,0.065,0.005,7.29502868627514e-20,"CD4+ Helper T Lymphocytes","Ccnb1ip1"
"Anxa72",4.36937748604302e-24,0.490532898074296,0.467,0.15,7.38818039115014e-20,"CD4+ Helper T Lymphocytes","Anxa7"
"Sar1b2",4.38463988570635e-24,0.752282998606252,0.543,0.19,7.41398758274087e-20,"CD4+ Helper T Lymphocytes","Sar1b"
"Lrp81",4.41954785559365e-24,0.982016799467273,0.201,0.042,7.47301346902331e-20,"CD4+ Helper T Lymphocytes","Lrp8"
"Phf11a2",4.57688738655936e-24,1.50712255783702,0.146,0.025,7.73905888193323e-20,"CD4+ Helper T Lymphocytes","Phf11a"
"Tsta3",4.63748241566505e-24,0.844354000673526,0.281,0.073,7.84151901664804e-20,"CD4+ Helper T Lymphocytes","Tsta3"
"Park73",4.7267584339939e-24,1.01683876804417,0.774,0.384,7.99247583604029e-20,"CD4+ Helper T Lymphocytes","Park7"
"Pim31",4.84320152071684e-24,0.714082236359918,0.266,0.066,8.18936945138011e-20,"CD4+ Helper T Lymphocytes","Pim3"
"Lmna4",4.84773556021849e-24,1.19080291197594,0.437,0.15,8.19703605877345e-20,"CD4+ Helper T Lymphocytes","Lmna"
"Hccs3",5.02312184771456e-24,0.606047945184368,0.312,0.084,8.49359673230055e-20,"CD4+ Helper T Lymphocytes","Hccs"
"Sh3glb21",5.08715343798001e-24,1.02863550421832,0.307,0.082,8.60186774828041e-20,"CD4+ Helper T Lymphocytes","Sh3glb2"
"Fmnl33",5.10970601763328e-24,0.335102248980875,0.367,0.107,8.64000190521612e-20,"CD4+ Helper T Lymphocytes","Fmnl3"
"Plekhj12",5.14654744090961e-24,0.593862425666386,0.688,0.26,8.70229706783406e-20,"CD4+ Helper T Lymphocytes","Plekhj1"
"Tax1bp32",5.30824716943759e-24,1.32014950830467,0.186,0.037,8.97571513880202e-20,"CD4+ Helper T Lymphocytes","Tax1bp3"
"9430016H08Rik",5.69561099935072e-24,0.817538226323982,0.256,0.062,9.63070863880214e-20,"CD4+ Helper T Lymphocytes","9430016H08Rik"
"Plod32",5.88142215779375e-24,1.07669337816461,0.136,0.022,9.94489672661345e-20,"CD4+ Helper T Lymphocytes","Plod3"
"Swap703",6.26160626703157e-24,0.368941039457068,0.332,0.093,1.05877500369237e-19,"CD4+ Helper T Lymphocytes","Swap70"
"Gm43549",6.36260380387562e-24,2.84397194415291,0.05,0.003,1.07585267719733e-19,"CD4+ Helper T Lymphocytes","Gm43549"
"Hypk1",6.45071710770083e-24,0.446005928615024,0.407,0.123,1.09075175574113e-19,"CD4+ Helper T Lymphocytes","Hypk"
"6720489N17Rik1",6.53624254460087e-24,1.66112321197246,0.085,0.009,1.10521325186656e-19,"CD4+ Helper T Lymphocytes","6720489N17Rik"
"Cops22",6.59632026771815e-24,0.75730616386519,0.477,0.157,1.11537179406846e-19,"CD4+ Helper T Lymphocytes","Cops2"
"Stard91",6.70192946706713e-24,1.24958798865183,0.161,0.029,1.13322925358638e-19,"CD4+ Helper T Lymphocytes","Stard9"
"Gbp32",6.7076489162879e-24,0.694066921219151,0.362,0.107,1.13419635525512e-19,"CD4+ Helper T Lymphocytes","Gbp3"
"Rgs162",6.85416940768725e-24,1.80916827891188,0.226,0.054,1.15897150514584e-19,"CD4+ Helper T Lymphocytes","Rgs16"
"Ndufa16",7.14244810322233e-24,0.868574847975807,0.698,0.304,1.20771654977386e-19,"CD4+ Helper T Lymphocytes","Ndufa1"
"Xndc1",7.26524652144407e-24,0.744762975287058,0.251,0.061,1.22848053431098e-19,"CD4+ Helper T Lymphocytes","Xndc1"
"Plek3",7.40734588819296e-24,0.321570586409483,0.482,0.165,1.25250811623455e-19,"CD4+ Helper T Lymphocytes","Plek"
"Dpm22",7.60405232743747e-24,0.652366472515826,0.342,0.097,1.2857692080464e-19,"CD4+ Helper T Lymphocytes","Dpm2"
"Zdhhc12",7.71616969925149e-24,1.14764919115467,0.126,0.019,1.30472713444643e-19,"CD4+ Helper T Lymphocytes","Zdhhc12"
"Bola11",7.75774292746103e-24,0.78665247849232,0.211,0.046,1.31175675160439e-19,"CD4+ Helper T Lymphocytes","Bola1"
"Pdia35",7.83974437922544e-24,0.860577484281334,0.859,0.517,1.32562237708323e-19,"CD4+ Helper T Lymphocytes","Pdia3"
"Zfp5122",7.86508130254828e-24,0.455910586661414,0.392,0.119,1.32990659744789e-19,"CD4+ Helper T Lymphocytes","Zfp512"
"Gm59002",7.92385794215563e-24,0.729740343414258,0.286,0.074,1.3398451394391e-19,"CD4+ Helper T Lymphocytes","Gm5900"
"Sestd11",8.56032397713152e-24,0.912214443611481,0.156,0.028,1.44746518129317e-19,"CD4+ Helper T Lymphocytes","Sestd1"
"Rrp1b",8.66471119880582e-24,0.853433283195032,0.312,0.086,1.46511601660608e-19,"CD4+ Helper T Lymphocytes","Rrp1b"
"Bcl2a1b4",9.35322909387114e-24,1.12558321055928,0.482,0.174,1.58153750748267e-19,"CD4+ Helper T Lymphocytes","Bcl2a1b"
"Tmem1603",9.36906467609977e-24,0.665797363428121,0.668,0.256,1.58421514608171e-19,"CD4+ Helper T Lymphocytes","Tmem160"
"St3gal44",9.69414759761053e-24,0.357573058175651,0.513,0.178,1.63918341727997e-19,"CD4+ Helper T Lymphocytes","St3gal4"
"Brix1",1.02966192643339e-23,0.42815473318939,0.533,0.18,1.74105535140622e-19,"CD4+ Helper T Lymphocytes","Brix1"
"Ephb2",1.03015043688428e-23,3.02686723280133,0.045,0.002,1.74188137372763e-19,"CD4+ Helper T Lymphocytes","Ephb2"
"Pdk31",1.06301112723321e-23,0.422013599524793,0.342,0.098,1.79744551503864e-19,"CD4+ Helper T Lymphocytes","Pdk3"
"Ogfr2",1.0712427270493e-23,0.79252356870137,0.382,0.115,1.81136432716765e-19,"CD4+ Helper T Lymphocytes","Ogfr"
"Ubtf3",1.14101364995295e-23,0.547958914568355,0.658,0.242,1.92933998070544e-19,"CD4+ Helper T Lymphocytes","Ubtf"
"Pmpca2",1.15075989041006e-23,0.559900536051392,0.261,0.065,1.94581989869438e-19,"CD4+ Helper T Lymphocytes","Pmpca"
"Slf1",1.17267456243322e-23,0.728920116371593,0.422,0.138,1.98287541761833e-19,"CD4+ Helper T Lymphocytes","Slf1"
"Cep295",1.17312229258192e-23,0.532463535048671,0.447,0.146,1.98363248452677e-19,"CD4+ Helper T Lymphocytes","Cep295"
"Zfp428",1.17964844535615e-23,2.54443334726561,0.065,0.005,1.99466755625272e-19,"CD4+ Helper T Lymphocytes","Zfp428"
"Prkaca1",1.23492849561596e-23,0.502786376547701,0.266,0.066,2.08814059323702e-19,"CD4+ Helper T Lymphocytes","Prkaca"
"Hist1h4i1",1.24401094160813e-23,1.20151249793801,0.151,0.026,2.10349810116519e-19,"CD4+ Helper T Lymphocytes","Hist1h4i"
"Dusp191",1.29626406255856e-23,1.4988478777093,0.156,0.028,2.19185290338027e-19,"CD4+ Helper T Lymphocytes","Dusp19"
"Nacc13",1.33916630527563e-23,0.877053998685834,0.352,0.103,2.26439630559056e-19,"CD4+ Helper T Lymphocytes","Nacc1"
"Perp2",1.46089111853164e-23,2.06708172322663,0.09,0.01,2.47022079232516e-19,"CD4+ Helper T Lymphocytes","Perp"
"Tinf21",1.48562285057972e-23,0.967818831757068,0.226,0.052,2.51203967804525e-19,"CD4+ Helper T Lymphocytes","Tinf2"
"Kctd202",1.49276801971412e-23,0.763046704088523,0.362,0.106,2.5241214445346e-19,"CD4+ Helper T Lymphocytes","Kctd20"
"Qsox12",1.49839350656993e-23,0.784872212745946,0.322,0.09,2.53363358025909e-19,"CD4+ Helper T Lymphocytes","Qsox1"
"Tmem1673",1.51575082814855e-23,0.847006751963105,0.764,0.344,2.56298307531639e-19,"CD4+ Helper T Lymphocytes","Tmem167"
"Aagab3",1.53905336845407e-23,0.554179360126241,0.372,0.111,2.60238534071899e-19,"CD4+ Helper T Lymphocytes","Aagab"
"Cnot33",1.55379439015076e-23,0.211493288197672,0.548,0.184,2.62731093430591e-19,"CD4+ Helper T Lymphocytes","Cnot3"
"Cd1603",1.60387579967024e-23,1.24756561452269,0.171,0.033,2.71199358966241e-19,"CD4+ Helper T Lymphocytes","Cd160"
"Srek11",1.66217122251413e-23,0.450725253320852,0.558,0.196,2.81056532014915e-19,"CD4+ Helper T Lymphocytes","Srek1"
"Mettl141",1.72673993899077e-23,0.728075858438755,0.206,0.044,2.91974456283949e-19,"CD4+ Helper T Lymphocytes","Mettl14"
"Ccdc86",1.77416544028573e-23,1.02001689600069,0.166,0.031,2.99993634297913e-19,"CD4+ Helper T Lymphocytes","Ccdc86"
"Cpsf1",1.77850545341774e-23,0.764631999478007,0.246,0.06,3.00727487118406e-19,"CD4+ Helper T Lymphocytes","Cpsf1"
"Sacs2",1.78627358180985e-23,0.443603802225028,0.482,0.161,3.02040999948227e-19,"CD4+ Helper T Lymphocytes","Sacs"
"H1f04",1.8242976686644e-23,1.62522996548659,0.171,0.033,3.08470492794464e-19,"CD4+ Helper T Lymphocytes","H1f0"
"Gm2a2",1.86180204317091e-23,1.52023118894379,0.497,0.183,3.14812107479769e-19,"CD4+ Helper T Lymphocytes","Gm2a"
"Tsn3",1.87265964031177e-23,0.822998711853756,0.653,0.258,3.16648018580318e-19,"CD4+ Helper T Lymphocytes","Tsn"
"Mprip2",1.89547352715426e-23,0.392348346146559,0.583,0.207,3.20505618706514e-19,"CD4+ Helper T Lymphocytes","Mprip"
"Sept10",1.96040216388107e-23,2.26561844026553,0.085,0.009,3.31484401890649e-19,"CD4+ Helper T Lymphocytes","Sept10"
"Actr1b3",1.99287195863249e-23,0.713424172929396,0.332,0.094,3.36974719485167e-19,"CD4+ Helper T Lymphocytes","Actr1b"
"Ubl54",2.04784748794605e-23,0.843792587473707,0.854,0.509,3.46270531736797e-19,"CD4+ Helper T Lymphocytes","Ubl5"
"Pdlim22",2.1384001135873e-23,0.913829685625594,0.317,0.088,3.61582075206476e-19,"CD4+ Helper T Lymphocytes","Pdlim2"
"Tradd2",2.1453367251585e-23,0.630229222268192,0.312,0.086,3.62754986857051e-19,"CD4+ Helper T Lymphocytes","Tradd"
"Praf21",2.15296847765469e-23,1.24450957531325,0.146,0.025,3.64045439886632e-19,"CD4+ Helper T Lymphocytes","Praf2"
"Zwint3",2.15613269693355e-23,0.307619821771532,0.523,0.176,3.64580477724495e-19,"CD4+ Helper T Lymphocytes","Zwint"
"Trafd14",2.19880067871668e-23,0.65654808799183,0.352,0.102,3.71795206764203e-19,"CD4+ Helper T Lymphocytes","Trafd1"
"Dph33",2.20049823713501e-23,0.667886369107332,0.508,0.172,3.72082246917159e-19,"CD4+ Helper T Lymphocytes","Dph3"
"Dfna51",2.23893139621536e-23,0.983076349169034,0.196,0.041,3.78580909786056e-19,"CD4+ Helper T Lymphocytes","Dfna5"
"Surf12",2.25073845087993e-23,0.47492687785085,0.327,0.091,3.80577364659287e-19,"CD4+ Helper T Lymphocytes","Surf1"
"Maea3",2.31663633765486e-23,0.389280226074995,0.533,0.183,3.9172003833406e-19,"CD4+ Helper T Lymphocytes","Maea"
"Tmem2052",2.3350824637927e-23,3.95525109749801,0.06,0.005,3.94839093802707e-19,"CD4+ Helper T Lymphocytes","Tmem205"
"Rab24",2.36996475349537e-23,0.598503547039651,0.397,0.122,4.00737340168533e-19,"CD4+ Helper T Lymphocytes","Rab24"
"Zfp593",2.39052092882491e-23,0.550929075573919,0.296,0.079,4.04213183855004e-19,"CD4+ Helper T Lymphocytes","Zfp593"
"Cfl2",2.49043159998955e-23,0.692553629154526,0.276,0.072,4.21107079242233e-19,"CD4+ Helper T Lymphocytes","Cfl2"
"Gcnt15",2.4930847980511e-23,1.00103738958334,0.251,0.063,4.21555708502461e-19,"CD4+ Helper T Lymphocytes","Gcnt1"
"Atic1",2.70065767678611e-23,0.968946859211167,0.437,0.143,4.56654206567763e-19,"CD4+ Helper T Lymphocytes","Atic"
"Fam96b2",2.70833822774697e-23,0.570183918218497,0.553,0.192,4.57952910929735e-19,"CD4+ Helper T Lymphocytes","Fam96b"
"Apmap2",2.75004077461558e-23,0.528737228523978,0.276,0.071,4.65004394579748e-19,"CD4+ Helper T Lymphocytes","Apmap"
"Bri33",2.77758392298242e-23,0.784519116836223,0.633,0.24,4.69661665537098e-19,"CD4+ Helper T Lymphocytes","Bri3"
"Nenf1",2.79719078530899e-23,1.63292968365981,0.176,0.035,4.72976989887898e-19,"CD4+ Helper T Lymphocytes","Nenf"
"Pdcd1lg25",2.87653098696771e-23,0.927595122646277,0.281,0.075,4.8639262458637e-19,"CD4+ Helper T Lymphocytes","Pdcd1lg2"
"Pbx34",2.90130406897512e-23,0.419969661973123,0.382,0.12,4.90581505023003e-19,"CD4+ Helper T Lymphocytes","Pbx3"
"Mgst3",2.95072954605151e-23,1.40394492500884,0.131,0.021,4.9893885894185e-19,"CD4+ Helper T Lymphocytes","Mgst3"
"Emp34",2.96301357458678e-23,1.09608572256985,0.739,0.383,5.01015965326878e-19,"CD4+ Helper T Lymphocytes","Emp3"
"Gcdh1",3.00827981653232e-23,0.743071744855845,0.156,0.028,5.08670034177449e-19,"CD4+ Helper T Lymphocytes","Gcdh"
"Synpo2",3.09346917179564e-23,2.84025715657643,0.085,0.01,5.23074702258924e-19,"CD4+ Helper T Lymphocytes","Synpo"
"Hddc2",3.16019925121508e-23,0.583271177922643,0.291,0.078,5.34358091387957e-19,"CD4+ Helper T Lymphocytes","Hddc2"
"Arhgef23",3.21531989535311e-23,0.325456468524303,0.503,0.171,5.43678441105257e-19,"CD4+ Helper T Lymphocytes","Arhgef2"
"Trp53i111",3.41556775426309e-23,0.626863544889707,0.296,0.08,5.77538351568345e-19,"CD4+ Helper T Lymphocytes","Trp53i11"
"Cyfip13",3.45078944843075e-23,0.731783820583195,0.322,0.092,5.83493987835155e-19,"CD4+ Helper T Lymphocytes","Cyfip1"
"Acbd61",3.4790216773599e-23,0.548211955033084,0.603,0.222,5.88267775424785e-19,"CD4+ Helper T Lymphocytes","Acbd6"
"Hsp90ab12",3.53313881527299e-23,0.784619010843578,0.975,0.844,5.9741844227451e-19,"CD4+ Helper T Lymphocytes","Hsp90ab1"
"Yipf6",3.56643004700433e-23,0.220502456656575,0.302,0.081,6.03047656647962e-19,"CD4+ Helper T Lymphocytes","Yipf6"
"Clptm12",3.62506368041582e-23,0.319100576302721,0.533,0.181,6.1296201772151e-19,"CD4+ Helper T Lymphocytes","Clptm1"
"Fundc13",3.63282792460832e-23,0.760032482987138,0.286,0.075,6.14274873772022e-19,"CD4+ Helper T Lymphocytes","Fundc1"
"Cep1922",3.65117178132352e-23,0.408226639832591,0.698,0.271,6.17376636503994e-19,"CD4+ Helper T Lymphocytes","Cep192"
"Slc9a51",3.85239452927345e-23,3.14222727383189,0.055,0.004,6.51401390954847e-19,"CD4+ Helper T Lymphocytes","Slc9a5"
"Ei243",4.03634883774138e-23,0.775558844860389,0.382,0.117,6.8250622497369e-19,"CD4+ Helper T Lymphocytes","Ei24"
"Rttn3",4.10966983035137e-23,0.197925240193179,0.467,0.154,6.94904071614114e-19,"CD4+ Helper T Lymphocytes","Rttn"
"Ikzf22",4.14751814245104e-23,0.523410005930488,0.583,0.239,7.01303842707046e-19,"CD4+ Helper T Lymphocytes","Ikzf2"
"Cbx2",4.2027593688237e-23,1.96954543781997,0.075,0.007,7.106445816744e-19,"CD4+ Helper T Lymphocytes","Cbx2"
"Lgmn2",4.32216265702463e-23,3.1221458626795,0.116,0.017,7.30834483676294e-19,"CD4+ Helper T Lymphocytes","Lgmn"
"Bloc1s21",4.37272106744384e-23,0.974772998609168,0.437,0.144,7.39383405294079e-19,"CD4+ Helper T Lymphocytes","Bloc1s2"
"Psmc61",4.37862827914737e-23,0.663041965294032,0.663,0.256,7.4038225572103e-19,"CD4+ Helper T Lymphocytes","Psmc6"
"Med19",4.42958856453604e-23,0.828525792511345,0.256,0.064,7.48999130377399e-19,"CD4+ Helper T Lymphocytes","Med19"
"Vcpkmt3",4.50588871258978e-23,0.379775503970006,0.312,0.085,7.61900722411806e-19,"CD4+ Helper T Lymphocytes","Vcpkmt"
"Crocc",4.544380060062e-23,1.18373974415096,0.101,0.013,7.68409224355883e-19,"CD4+ Helper T Lymphocytes","Crocc"
"Haus7",4.62029828929857e-23,0.799048951091132,0.196,0.042,7.81246237737495e-19,"CD4+ Helper T Lymphocytes","Haus7"
"Il12rb14",4.67787429790123e-23,0.865446412795489,0.181,0.037,7.9098176503212e-19,"CD4+ Helper T Lymphocytes","Il12rb1"
"Tcerg11",4.68945153501693e-23,0.551225774049734,0.719,0.284,7.92939360056012e-19,"CD4+ Helper T Lymphocytes","Tcerg1"
"Hadha1",4.93330192098102e-23,0.499454526760802,0.603,0.221,8.34172021818681e-19,"CD4+ Helper T Lymphocytes","Hadha"
"Cenpt",4.97354818612956e-23,0.740979222385625,0.221,0.051,8.40977262792647e-19,"CD4+ Helper T Lymphocytes","Cenpt"
"Zfp4141",5.0421875971479e-23,1.00158255357911,0.161,0.03,8.52583500801738e-19,"CD4+ Helper T Lymphocytes","Zfp414"
"Ilf21",5.21364058489595e-23,0.50807376074191,0.563,0.203,8.81574486500056e-19,"CD4+ Helper T Lymphocytes","Ilf2"
"Gtf2h3",5.34747839699563e-23,0.728287954355438,0.181,0.037,9.04205122147991e-19,"CD4+ Helper T Lymphocytes","Gtf2h3"
"Pms11",5.58936477101457e-23,0.716064540662663,0.312,0.088,9.45105689130854e-19,"CD4+ Helper T Lymphocytes","Pms1"
"Cdc375",5.92633125347581e-23,0.86322730507838,0.709,0.309,1.00208335165022e-18,"CD4+ Helper T Lymphocytes","Cdc37"
"Adgrl11",5.95272376491734e-23,0.861273122557672,0.281,0.075,1.00654606140987e-18,"CD4+ Helper T Lymphocytes","Adgrl1"
"Trem1",5.99897702174096e-23,3.89564751028499,0.03,0.001,1.01436702460618e-18,"CD4+ Helper T Lymphocytes","Trem1"
"Cx3cr12",6.08481429678155e-23,1.06058081838406,0.291,0.082,1.02888124944279e-18,"CD4+ Helper T Lymphocytes","Cx3cr1"
"Slc25a243",6.13765674721857e-23,0.583043765247974,0.286,0.077,1.03781637938719e-18,"CD4+ Helper T Lymphocytes","Slc25a24"
"Hist1h2bn",6.20450719665067e-23,2.72078059253821,0.03,0.001,1.04912012188166e-18,"CD4+ Helper T Lymphocytes","Hist1h2bn"
"Paqr5",6.25696963886141e-23,3.87379190533397,0.03,0.001,1.05799099623508e-18,"CD4+ Helper T Lymphocytes","Paqr5"
"Shkbp13",6.37136640327437e-23,0.58439561666701,0.296,0.08,1.07733434512966e-18,"CD4+ Helper T Lymphocytes","Shkbp1"
