"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Eef1g",4.87622603235978e-118,0.726000517305697,0.776,0.598,8.24521059811715e-114,"CD4/8 Naive/Stemlike","Eef1g"
"Elf1",6.95743633951223e-118,0.57115138366226,0.903,0.781,1.17643291064812e-113,"CD4/8 Naive/Stemlike","Elf1"
"Ralgps2",8.93877128181356e-118,1.25013942768477,0.434,0.204,1.51145683604185e-113,"CD4/8 Naive/Stemlike","Ralgps2"
"Camsap2",6.36053329480329e-117,1.63392614371247,0.364,0.154,1.07550257481829e-112,"CD4/8 Naive/Stemlike","Camsap2"
"Gm26551",4.59887701856057e-116,1.56311291430078,0.381,0.171,7.77624115068407e-112,"CD4/8 Naive/Stemlike","Gm26551"
"Ssbp2",1.1095637511636e-115,0.992537163643456,0.537,0.297,1.87616134684254e-111,"CD4/8 Naive/Stemlike","Ssbp2"
"Cyth3",1.50136362613579e-115,1.5884943744815,0.359,0.151,2.538655755433e-111,"CD4/8 Naive/Stemlike","Cyth3"
"Rnf145",3.08488895981716e-115,1.00851215392941,0.648,0.439,5.21623874215484e-111,"CD4/8 Naive/Stemlike","Rnf145"
"Samhd1",5.50250667764948e-115,0.594134868791955,0.82,0.634,9.30418854123751e-111,"CD4/8 Naive/Stemlike","Samhd1"
"Cpne4",5.2549950166697e-113,3.26445192772299,0.16,0.021,8.8856710736868e-109,"CD4/8 Naive/Stemlike","Cpne4"
"Atp11b",1.5973756129712e-112,0.681975927872365,0.839,0.697,2.701002423973e-108,"CD4/8 Naive/Stemlike","Atp11b"
"Pdlim4",2.7561968367719e-112,3.38137424211079,0.144,0.014,4.66045323129761e-108,"CD4/8 Naive/Stemlike","Pdlim4"
"Cytip",3.54373328100276e-112,0.486926963613564,0.928,0.806,5.99209860484756e-108,"CD4/8 Naive/Stemlike","Cytip"
"Rpl10",6.83630448168375e-111,0.506578935839426,0.901,0.813,1.15595072480791e-106,"CD4/8 Naive/Stemlike","Rpl10"
"Lncpint",2.05112593451016e-109,0.451455846867321,0.954,0.884,3.46824884266323e-105,"CD4/8 Naive/Stemlike","Lncpint"
"Eya3",1.21437188528578e-108,1.457696024444,0.529,0.338,2.05338142082972e-104,"CD4/8 Naive/Stemlike","Eya3"
"Siah3",8.67956569482575e-108,2.36837438900834,0.198,0.044,1.46762776333809e-103,"CD4/8 Naive/Stemlike","Siah3"
"Lypd6b",9.60019178403315e-107,3.88411649074165,0.134,0.012,1.62329642876217e-102,"CD4/8 Naive/Stemlike","Lypd6b"
"Gm10076",1.82803886656395e-106,0.482412537816697,0.906,0.803,3.09103091947299e-102,"CD4/8 Naive/Stemlike","Gm10076"
"Tnfsf8",2.80010657633855e-106,0.340779039140382,0.332,0.119,4.73470020993085e-102,"CD4/8 Naive/Stemlike","Tnfsf8"
"Klf2",1.50597816273909e-105,0.440514771408056,0.822,0.565,2.54645847537553e-101,"CD4/8 Naive/Stemlike","Klf2"
"Pik3c2a",2.69931228634985e-105,1.03565038373236,0.594,0.395,4.56426714498896e-101,"CD4/8 Naive/Stemlike","Pik3c2a"
"Nxpe3",6.5576407152591e-105,1.36451213984936,0.473,0.272,1.10883146854316e-100,"CD4/8 Naive/Stemlike","Nxpe3"
"Add3",1.14455194290291e-104,0.74099338931413,0.705,0.5,1.93532288025452e-100,"CD4/8 Naive/Stemlike","Add3"
"Ipcef1",3.20700298135935e-104,0.816135609179896,0.645,0.427,5.42272134118052e-100,"CD4/8 Naive/Stemlike","Ipcef1"
"Jmy",7.8354960892171e-104,0.856363117905272,0.609,0.386,1.32490403372572e-99,"CD4/8 Naive/Stemlike","Jmy"
"Prkcq",1.48174117014861e-103,0.547603902237226,0.899,0.745,2.50547614460428e-99,"CD4/8 Naive/Stemlike","Prkcq"
"Cep97",6.03374376121007e-103,1.56779454969141,0.332,0.142,1.02024573258301e-98,"CD4/8 Naive/Stemlike","Cep97"
"Lhfpl3",3.71700678800799e-102,1.46175033286132,0.325,0.13,6.2850867778427e-98,"CD4/8 Naive/Stemlike","Lhfpl3"
"Aff1",3.45721618984851e-100,0.714147319031939,0.768,0.597,5.84580685541484e-96,"CD4/8 Naive/Stemlike","Aff1"
"Kpna4",1.40949402456316e-99,0.582793804512087,0.884,0.788,2.38331344613385e-95,"CD4/8 Naive/Stemlike","Kpna4"
"Gm15675",1.52551779372823e-98,2.75081947725656,0.166,0.031,2.57949803741506e-94,"CD4/8 Naive/Stemlike","Gm15675"
"Rpl41",6.02627155208183e-98,0.359944433402442,0.94,0.871,1.01898225674152e-93,"CD4/8 Naive/Stemlike","Rpl41"
"Cd53",1.13186453767592e-97,0.523885211200332,0.889,0.771,1.91386974675621e-93,"CD4/8 Naive/Stemlike","Cd53"
"Dph5",1.64000411177428e-97,1.80706458958364,0.28,0.107,2.77308295259912e-93,"CD4/8 Naive/Stemlike","Dph5"
"Whsc1l1",3.33365625114689e-97,0.479994485190479,0.961,0.908,5.63687935506427e-93,"CD4/8 Naive/Stemlike","Whsc1l1"
"Usp53",9.05642629250143e-96,1.44972878546879,0.319,0.136,1.53135112179907e-91,"CD4/8 Naive/Stemlike","Usp53"
"Pde4d",9.38190897370145e-96,0.661101254380944,0.719,0.514,1.58638698836318e-91,"CD4/8 Naive/Stemlike","Pde4d"
"Boll",1.44869610203987e-95,2.02832208589187,0.202,0.053,2.44960023893921e-91,"CD4/8 Naive/Stemlike","Boll"
"Gm12840",3.79199322627948e-95,1.21439815247435,0.338,0.148,6.41188134631598e-91,"CD4/8 Naive/Stemlike","Gm12840"
"Ubash3a",3.76158052080678e-94,1.37771065431845,0.391,0.202,6.36045650263218e-90,"CD4/8 Naive/Stemlike","Ubash3a"
"Gm26771",2.64676878668935e-93,3.40918885704579,0.131,0.017,4.47542134141303e-89,"CD4/8 Naive/Stemlike","Gm26771"
"Vps37b",9.05179253451605e-93,0.387194051335084,0.952,0.865,1.53056759966132e-88,"CD4/8 Naive/Stemlike","Vps37b"
"Znrf1",9.76108382457907e-93,0.603465809006508,0.683,0.458,1.65050166389808e-88,"CD4/8 Naive/Stemlike","Znrf1"
"Ttc28",1.11689383124763e-92,0.813061465864458,0.483,0.267,1.88855577925662e-88,"CD4/8 Naive/Stemlike","Ttc28"
"Zdhhc14",5.35161586488167e-91,2.73033240902023,0.16,0.033,9.04904726592841e-87,"CD4/8 Naive/Stemlike","Zdhhc14"
"Ttc13",5.96896875566051e-91,1.46883967462061,0.349,0.17,1.00929292689464e-86,"CD4/8 Naive/Stemlike","Ttc13"
"Wdr89",2.12469789820554e-90,1.08100527928572,0.481,0.3,3.59265167607575e-86,"CD4/8 Naive/Stemlike","Wdr89"
"Cd3d",3.89521944855271e-90,0.478093292093858,0.79,0.511,6.58642656555779e-86,"CD4/8 Naive/Stemlike","Cd3d"
"Map3k3",8.44348237762113e-90,0.832778596724753,0.602,0.407,1.42770843523196e-85,"CD4/8 Naive/Stemlike","Map3k3"
"Tsc22d3",1.9805422976234e-88,0.692114737121694,0.659,0.459,3.34889897105141e-84,"CD4/8 Naive/Stemlike","Tsc22d3"
"Pnpla7",1.53770348521019e-87,1.05161419010831,0.447,0.252,2.60010282314191e-83,"CD4/8 Naive/Stemlike","Pnpla7"
"Mcl1",1.72851039417651e-87,0.686526252480399,0.725,0.576,2.92273822551305e-83,"CD4/8 Naive/Stemlike","Mcl1"
"Sec11a",3.32252821471543e-87,0.775740070057034,0.671,0.507,5.61806295826231e-83,"CD4/8 Naive/Stemlike","Sec11a"
"Myo10",4.41255046594959e-87,1.11083900915685,0.214,0.064,7.46118158287416e-83,"CD4/8 Naive/Stemlike","Myo10"
"Rpl23a",8.24836009523606e-87,0.559688871159018,0.826,0.695,1.39471520850347e-82,"CD4/8 Naive/Stemlike","Rpl23a"
"Aff4",1.60060071359079e-86,0.659977904408615,0.766,0.621,2.70645574661067e-82,"CD4/8 Naive/Stemlike","Aff4"
"Evl",1.63746629762268e-84,0.78533357550657,0.565,0.363,2.7687917626502e-80,"CD4/8 Naive/Stemlike","Evl"
"Ccnd3",2.71964260496918e-84,0.429736966104561,0.929,0.813,4.59864368074238e-80,"CD4/8 Naive/Stemlike","Ccnd3"
"Pag1",3.33290774467638e-84,0.451569289395466,0.787,0.589,5.63561370547329e-80,"CD4/8 Naive/Stemlike","Pag1"
"Plcxd2",1.43166275221485e-83,0.786629685378915,0.551,0.348,2.4207985477201e-79,"CD4/8 Naive/Stemlike","Plcxd2"
"Hmgn1",1.7582517528744e-83,1.20407466509972,0.339,0.162,2.97302788893532e-79,"CD4/8 Naive/Stemlike","Hmgn1"
"Dhx40",1.94577352978835e-82,0.704121076083449,0.528,0.343,3.29010846151911e-78,"CD4/8 Naive/Stemlike","Dhx40"
"Rnf19a",3.823765066326e-82,0.881007926755254,0.562,0.379,6.46560435065064e-78,"CD4/8 Naive/Stemlike","Rnf19a"
"Smad7",1.66890203068531e-81,0.586472521693426,0.746,0.571,2.82194644368579e-77,"CD4/8 Naive/Stemlike","Smad7"
"Gpr146",1.64037140278775e-80,1.93616817210409,0.205,0.066,2.7737040049738e-76,"CD4/8 Naive/Stemlike","Gpr146"
"Hdac4",1.78040105975498e-80,0.950641066920229,0.517,0.341,3.0104801519397e-76,"CD4/8 Naive/Stemlike","Hdac4"
"Rpl24",1.71201405841928e-79,0.388770927405194,0.912,0.821,2.89484457138116e-75,"CD4/8 Naive/Stemlike","Rpl24"
"Rere",6.91521947897527e-79,0.65580233827122,0.646,0.45,1.16929446169993e-74,"CD4/8 Naive/Stemlike","Rere"
"Inpp5a",7.73837978445525e-79,1.45263771864627,0.306,0.144,1.30848263775354e-74,"CD4/8 Naive/Stemlike","Inpp5a"
"P4ha1",1.09589078394362e-78,0.855128653536668,0.534,0.348,1.85304172657027e-74,"CD4/8 Naive/Stemlike","P4ha1"
"Klf7",4.23518974090987e-78,0.856968451405491,0.493,0.298,7.1612823329045e-74,"CD4/8 Naive/Stemlike","Klf7"
"Airn",8.39883749565642e-78,0.64493913887084,0.48,0.275,1.42015943214054e-73,"CD4/8 Naive/Stemlike","Airn"
"Pced1b",8.8327901693612e-78,0.712443705806059,0.659,0.485,1.49353648973729e-73,"CD4/8 Naive/Stemlike","Pced1b"
"Mkl1",1.84352664653404e-77,0.603065666088931,0.787,0.661,3.11721920662441e-73,"CD4/8 Naive/Stemlike","Mkl1"
"Phf20l1",5.92371550817905e-77,0.549448977636037,0.812,0.69,1.001641055278e-72,"CD4/8 Naive/Stemlike","Phf20l1"
"Ets1",7.87337325904053e-77,0.324598622794829,0.987,0.96,1.33130868437116e-72,"CD4/8 Naive/Stemlike","Ets1"
"Tmsb10",1.08018685879617e-76,0.331254539763247,0.956,0.9,1.82648795953844e-72,"CD4/8 Naive/Stemlike","Tmsb10"
"Rnf32",1.19363633145205e-76,3.20763091740136,0.109,0.014,2.01831967285227e-72,"CD4/8 Naive/Stemlike","Rnf32"
"Mylip",1.38958090278546e-76,0.73092798242377,0.498,0.296,2.34964234851993e-72,"CD4/8 Naive/Stemlike","Mylip"
"Rgcc",1.92387477244773e-76,0.96825612882803,0.264,0.106,3.25307985273186e-72,"CD4/8 Naive/Stemlike","Rgcc"
"2610035D17Rik",3.54750748571412e-76,1.68145206877161,0.187,0.056,5.99848040759401e-72,"CD4/8 Naive/Stemlike","2610035D17Rik"
"Acp5",7.42788818665148e-76,1.17791371024264,0.402,0.233,1.2559816134809e-71,"CD4/8 Naive/Stemlike","Acp5"
"Tnrc6c",1.50066543300945e-75,0.575362571634289,0.775,0.643,2.53747518067568e-71,"CD4/8 Naive/Stemlike","Tnrc6c"
"Gabrr2",5.22931529233375e-75,3.51529009130328,0.103,0.012,8.84224922780714e-71,"CD4/8 Naive/Stemlike","Gabrr2"
"Map3k14",2.2764049242425e-74,0.492719380931688,0.681,0.48,3.84917308640164e-70,"CD4/8 Naive/Stemlike","Map3k14"
"Gm10709",2.54262449777667e-74,0.539979877195497,0.791,0.645,4.29932376329057e-70,"CD4/8 Naive/Stemlike","Gm10709"
"Polg2",2.76560895267833e-74,0.775523435921406,0.524,0.338,4.67636817808378e-70,"CD4/8 Naive/Stemlike","Polg2"
"Lrig1",4.1494654687486e-74,0.474477304920842,0.49,0.272,7.016331161107e-70,"CD4/8 Naive/Stemlike","Lrig1"
"Rbm33",7.90154549440607e-74,0.694279200472273,0.642,0.484,1.33607232764912e-69,"CD4/8 Naive/Stemlike","Rbm33"
"Grk6",1.21369592337301e-73,0.969277614753284,0.457,0.291,2.05223843683142e-69,"CD4/8 Naive/Stemlike","Grk6"
"Cd2ap",2.17546360967574e-73,1.41514459920892,0.311,0.156,3.67849141760071e-69,"CD4/8 Naive/Stemlike","Cd2ap"
"Klf3",2.44952959036585e-73,0.513673414359651,0.693,0.477,4.14190958434961e-69,"CD4/8 Naive/Stemlike","Klf3"
"Pde3b",6.95768262107773e-73,0.455214736039512,0.803,0.622,1.17647455439803e-68,"CD4/8 Naive/Stemlike","Pde3b"
"Setx",1.03453491066996e-72,0.694442881376827,0.63,0.463,1.74929508045184e-68,"CD4/8 Naive/Stemlike","Setx"
"Ikbke",1.26932984961524e-72,1.07089460559279,0.381,0.212,2.14630984271442e-68,"CD4/8 Naive/Stemlike","Ikbke"
"Clint1",2.03767113503713e-72,0.412088253616025,0.889,0.777,3.44549812223428e-68,"CD4/8 Naive/Stemlike","Clint1"
"Tnrc6b",3.62147028263382e-72,0.364848667262817,0.959,0.897,6.12354410090553e-68,"CD4/8 Naive/Stemlike","Tnrc6b"
"Ccdc64",9.14374409897544e-72,1.1107164611008,0.323,0.159,1.54611568969576e-67,"CD4/8 Naive/Stemlike","Ccdc64"
"1110034G24Rik",2.27980360933435e-71,0.89457516375106,0.368,0.194,3.85491992302345e-67,"CD4/8 Naive/Stemlike","1110034G24Rik"
"Mtss1",4.33808404521935e-71,1.07961582520257,0.329,0.164,7.33526631206141e-67,"CD4/8 Naive/Stemlike","Mtss1"
"Fam49a",8.5002779367752e-71,0.908237051757887,0.404,0.225,1.43731199632932e-66,"CD4/8 Naive/Stemlike","Fam49a"
"Fam65b",5.65285570947112e-70,0.390687713124025,0.882,0.75,9.55841371914472e-66,"CD4/8 Naive/Stemlike","Fam65b"
"mt-Nd5",7.52427924219072e-70,0.367453470391402,0.95,0.87,1.27228037706203e-65,"CD4/8 Naive/Stemlike","mt-Nd5"
"Prkce",1.116053709009e-69,0.514988572305211,0.728,0.548,1.88713521656332e-65,"CD4/8 Naive/Stemlike","Prkce"
"Kbtbd11",1.64680838485115e-69,1.16194111807142,0.3,0.142,2.78458829794481e-65,"CD4/8 Naive/Stemlike","Kbtbd11"
"Stk4",2.33943740276611e-69,0.415190826716375,0.855,0.718,3.95575470433722e-65,"CD4/8 Naive/Stemlike","Stk4"
"Usp12",5.64763492252826e-69,0.809452307948039,0.453,0.279,9.54958589050303e-65,"CD4/8 Naive/Stemlike","Usp12"
"4930523C07Rik",7.36672403467506e-69,0.516083055809715,0.754,0.602,1.24563936702321e-64,"CD4/8 Naive/Stemlike","4930523C07Rik"
"Cdk19",1.04157616197972e-68,0.592571608128166,0.664,0.492,1.76120113229151e-64,"CD4/8 Naive/Stemlike","Cdk19"
"Pifo",1.24928932088786e-68,1.99086715957198,0.162,0.047,2.11242331268928e-64,"CD4/8 Naive/Stemlike","Pifo"
"Scg5",2.2375698125369e-68,1.42172076400496,0.236,0.095,3.78350679601864e-64,"CD4/8 Naive/Stemlike","Scg5"
"Insr",3.78442221419796e-68,0.972965773201993,0.37,0.202,6.39907952198733e-64,"CD4/8 Naive/Stemlike","Insr"
"Calcrl",1.85371692865471e-67,0.908795827578799,0.333,0.169,3.13444995466226e-63,"CD4/8 Naive/Stemlike","Calcrl"
"Fbxo17",2.29037476609377e-67,1.60487698403493,0.214,0.082,3.87279469198796e-63,"CD4/8 Naive/Stemlike","Fbxo17"
"Ddx6",2.0190132481492e-66,0.536777760262017,0.783,0.665,3.41394950129548e-62,"CD4/8 Naive/Stemlike","Ddx6"
"Arap2",3.5073312009483e-66,0.492735780408359,0.807,0.673,5.93054632768347e-62,"CD4/8 Naive/Stemlike","Arap2"
"Sos1",4.87301705988599e-66,0.969016161011784,0.457,0.296,8.23978454656122e-62,"CD4/8 Naive/Stemlike","Sos1"
"Prkca",6.5711125157172e-66,0.471121532462074,0.92,0.821,1.11110941528262e-61,"CD4/8 Naive/Stemlike","Prkca"
"Elmsan1",9.04760420918377e-66,0.653260062739559,0.62,0.448,1.52985939573088e-61,"CD4/8 Naive/Stemlike","Elmsan1"
"Atp1b1",1.3174727940171e-65,0.743686330268089,0.315,0.148,2.22771474740351e-61,"CD4/8 Naive/Stemlike","Atp1b1"
"Nin",7.6461402665417e-65,0.888473381236094,0.559,0.414,1.29288585766954e-60,"CD4/8 Naive/Stemlike","Nin"
"Rcbtb1",9.50544780485016e-65,1.05525927382051,0.354,0.197,1.60727616932211e-60,"CD4/8 Naive/Stemlike","Rcbtb1"
"Irf1",2.1798253247042e-63,0.585086864976166,0.672,0.524,3.68586664154233e-59,"CD4/8 Naive/Stemlike","Irf1"
"Fam102a",6.66830802250761e-63,0.62010663100651,0.605,0.431,1.12754420352581e-58,"CD4/8 Naive/Stemlike","Fam102a"
"Ccm2",1.88367159470312e-61,0.505667313484628,0.733,0.584,3.18510029948351e-57,"CD4/8 Naive/Stemlike","Ccm2"
"Dag1",3.24753678829375e-61,1.48396284898853,0.219,0.092,5.49125995532591e-57,"CD4/8 Naive/Stemlike","Dag1"
"Stat5a",5.42077495999634e-61,0.946671552736392,0.388,0.233,9.16598837985782e-57,"CD4/8 Naive/Stemlike","Stat5a"
"Numb",4.03270200909265e-60,0.706520831150246,0.571,0.417,6.81889582717477e-56,"CD4/8 Naive/Stemlike","Numb"
"Aqr",9.67745708980417e-60,0.877506594098699,0.444,0.29,1.63636121931499e-55,"CD4/8 Naive/Stemlike","Aqr"
"Srpk1",1.45495511181265e-59,0.698771241799263,0.574,0.427,2.460183598564e-55,"CD4/8 Naive/Stemlike","Srpk1"
"Hspbap1",1.85443620351128e-59,2.20675238153066,0.147,0.045,3.13566617651722e-55,"CD4/8 Naive/Stemlike","Hspbap1"
"Socs3",1.94926540411328e-59,1.13565285379592,0.297,0.154,3.29601287181514e-55,"CD4/8 Naive/Stemlike","Socs3"
"Stk17b",6.37233623025128e-59,0.349007718638248,0.922,0.839,1.07749833317319e-54,"CD4/8 Naive/Stemlike","Stk17b"
"Fam3c",1.54922952340304e-58,1.07785470103033,0.377,0.232,2.6195922011222e-54,"CD4/8 Naive/Stemlike","Fam3c"
"Aim1",7.25404582437939e-58,0.634083643689406,0.658,0.524,1.22658660844431e-53,"CD4/8 Naive/Stemlike","Aim1"
"Ust",3.66706739023103e-57,0.339414284567865,0.666,0.485,6.20064425014165e-53,"CD4/8 Naive/Stemlike","Ust"
"1810041H14Rik",6.91433967510044e-57,2.15450721953323,0.13,0.036,1.16914569566273e-52,"CD4/8 Naive/Stemlike","1810041H14Rik"
"Rictor",7.21403390014782e-57,0.537718605130565,0.671,0.53,1.21982099217599e-52,"CD4/8 Naive/Stemlike","Rictor"
"Tnfrsf26",1.13920147777705e-56,1.43298475893135,0.205,0.085,1.92627577877321e-52,"CD4/8 Naive/Stemlike","Tnfrsf26"
"Slfn1",1.91901489826007e-56,1.16522473848521,0.281,0.146,3.24486229146796e-52,"CD4/8 Naive/Stemlike","Slfn1"
"Galnt6os",1.96566274627451e-56,1.7960032692702,0.163,0.057,3.32373913767556e-52,"CD4/8 Naive/Stemlike","Galnt6os"
"Usp3",3.10173531430664e-55,0.584361485359879,0.7,0.576,5.24472424296109e-51,"CD4/8 Naive/Stemlike","Usp3"
"Ms4a6c",3.37210318353858e-55,0.810362737920374,0.359,0.209,5.70188927304539e-51,"CD4/8 Naive/Stemlike","Ms4a6c"
"Abcg1",3.53571507595695e-55,1.07704119161299,0.322,0.182,5.9785406219356e-51,"CD4/8 Naive/Stemlike","Abcg1"
"Zfp592",4.30255345001471e-55,0.895022486882211,0.419,0.275,7.27518762862987e-51,"CD4/8 Naive/Stemlike","Zfp592"
"Sh3pxd2a",1.1576948496345e-54,2.5874196896086,0.118,0.031,1.95754622124698e-50,"CD4/8 Naive/Stemlike","Sh3pxd2a"
"Fam105a",8.50363367974787e-54,0.643201160981543,0.547,0.397,1.43787941890857e-49,"CD4/8 Naive/Stemlike","Fam105a"
"Magi3",1.2872784976089e-53,0.77268659640197,0.422,0.271,2.17665921160689e-49,"CD4/8 Naive/Stemlike","Magi3"
"Dpp4",2.10804178624775e-53,1.06087082570503,0.321,0.183,3.56448785636631e-49,"CD4/8 Naive/Stemlike","Dpp4"
"Trat1",4.5620674768723e-53,0.540202065773934,0.282,0.139,7.71399989664337e-49,"CD4/8 Naive/Stemlike","Trat1"
"Map4k4",5.38874439753837e-53,0.476731279402628,0.716,0.581,9.11182790179762e-49,"CD4/8 Naive/Stemlike","Map4k4"
"Crebrf",2.38606032058807e-52,0.460319080263648,0.702,0.569,4.03458939608237e-48,"CD4/8 Naive/Stemlike","Crebrf"
"Peli1",4.26006228178662e-52,0.270440400603225,0.909,0.788,7.20333931227299e-48,"CD4/8 Naive/Stemlike","Peli1"
"Rhoh",2.74131142499497e-51,0.568627017750993,0.614,0.471,4.635283488524e-47,"CD4/8 Naive/Stemlike","Rhoh"
"Tubb2a",2.89544045761481e-51,2.12313650573181,0.155,0.057,4.89590026978089e-47,"CD4/8 Naive/Stemlike","Tubb2a"
"Bcl9",3.11197071096281e-51,2.26401520469009,0.122,0.035,5.26203127516702e-47,"CD4/8 Naive/Stemlike","Bcl9"
"Pgpep1l",4.10648842906598e-51,2.60939208861586,0.1,0.023,6.94366128470767e-47,"CD4/8 Naive/Stemlike","Pgpep1l"
"Dip2c",7.7692317911874e-51,1.51191878438903,0.179,0.073,1.31369940357188e-46,"CD4/8 Naive/Stemlike","Dip2c"
"Maml2",3.72768122529413e-50,0.701292132192429,0.414,0.264,6.30313618384984e-46,"CD4/8 Naive/Stemlike","Maml2"
"Rasgrp2",8.96802685666855e-50,0.619111262077903,0.442,0.285,1.51640366119409e-45,"CD4/8 Naive/Stemlike","Rasgrp2"
"Rps11",1.14693072209736e-49,0.305401385912934,0.932,0.862,1.93934515799443e-45,"CD4/8 Naive/Stemlike","Rps11"
"Ctse",1.30245004023402e-49,0.632954142706066,0.534,0.393,2.2023127730317e-45,"CD4/8 Naive/Stemlike","Ctse"
"Slc12a7",2.01442483265962e-49,1.02165038729413,0.271,0.144,3.40619094954414e-45,"CD4/8 Naive/Stemlike","Slc12a7"
"Gimap3",2.1170522146481e-49,0.357763481351641,0.817,0.662,3.57972358974847e-45,"CD4/8 Naive/Stemlike","Gimap3"
"Eml5",2.74204201904327e-49,1.13415193393326,0.272,0.146,4.63651885000026e-45,"CD4/8 Naive/Stemlike","Eml5"
"Ibtk",3.67515642471556e-49,1.08490595424095,0.321,0.193,6.21432199855154e-45,"CD4/8 Naive/Stemlike","Ibtk"
"Tcf20",1.1376608787449e-48,0.460962362395627,0.692,0.561,1.92367077986976e-44,"CD4/8 Naive/Stemlike","Tcf20"
"Gm19705",1.15502892373555e-48,2.301037666928,0.097,0.022,1.95303840714445e-44,"CD4/8 Naive/Stemlike","Gm19705"
"Bbs9",1.27713980684659e-48,0.745067576265581,0.379,0.233,2.1595156993969e-44,"CD4/8 Naive/Stemlike","Bbs9"
"Efr3a",2.44470109447762e-48,0.507614786894181,0.64,0.516,4.13374508065221e-44,"CD4/8 Naive/Stemlike","Efr3a"
"Gm37387",3.24331017017024e-48,1.09890028342339,0.216,0.1,5.48411316674086e-44,"CD4/8 Naive/Stemlike","Gm37387"
"Tapt1",7.52242388966785e-48,0.837779285842712,0.385,0.247,1.27196665550394e-43,"CD4/8 Naive/Stemlike","Tapt1"
"3110082I17Rik",5.10188767958767e-47,1.67697161829576,0.153,0.059,8.6267818774148e-43,"CD4/8 Naive/Stemlike","3110082I17Rik"
"Fas",6.15513671539763e-47,1.17187142548181,0.257,0.138,1.04077206720658e-42,"CD4/8 Naive/Stemlike","Fas"
"Mcmbp",8.01144947967266e-47,0.686869822273774,0.477,0.342,1.35465599251785e-42,"CD4/8 Naive/Stemlike","Mcmbp"
"Rcan3",9.42537325467575e-47,1.67413739277887,0.163,0.067,1.59373636363312e-42,"CD4/8 Naive/Stemlike","Rcan3"
"Ppp2r5a",1.48671717693772e-46,0.353236964913513,0.812,0.705,2.51389007448399e-42,"CD4/8 Naive/Stemlike","Ppp2r5a"
"Sec63",1.81708507434297e-46,0.569750322621831,0.595,0.469,3.07250915220653e-42,"CD4/8 Naive/Stemlike","Sec63"
"Cd4",2.29074754378506e-46,0.628567686213844,0.398,0.246,3.87342502178616e-42,"CD4/8 Naive/Stemlike","Cd4"
"Ldlrap1",2.94756315712552e-46,1.08738913460458,0.199,0.091,4.98403454238355e-42,"CD4/8 Naive/Stemlike","Ldlrap1"
"Gpcpd1",8.21606870584095e-46,0.456046270706979,0.661,0.526,1.38925505747065e-41,"CD4/8 Naive/Stemlike","Gpcpd1"
"Atp8b4",8.51116698484516e-46,0.203659798161372,0.768,0.574,1.43915322546747e-41,"CD4/8 Naive/Stemlike","Atp8b4"
"Nsg2",1.67928172240352e-45,1.88983168560958,0.104,0.028,2.8394974644121e-41,"CD4/8 Naive/Stemlike","Nsg2"
"Il27ra",1.85765409841038e-45,0.734801830509993,0.46,0.328,3.14110731500211e-41,"CD4/8 Naive/Stemlike","Il27ra"
"Bcl11b",3.36842220676798e-45,0.357478445677023,0.771,0.595,5.69566510942398e-41,"CD4/8 Naive/Stemlike","Bcl11b"
"Elovl5",1.30808694694097e-44,0.233191112155804,0.647,0.494,2.21184421858248e-40,"CD4/8 Naive/Stemlike","Elovl5"
"Smad1",1.32593691700502e-44,1.21966798999669,0.194,0.089,2.24202673296379e-40,"CD4/8 Naive/Stemlike","Smad1"
"Bzw2",1.58640590913937e-44,0.428968121588239,0.606,0.464,2.68245375176375e-40,"CD4/8 Naive/Stemlike","Bzw2"
"Ptk2",1.64467790675703e-44,1.8651762040431,0.122,0.04,2.78098587253547e-40,"CD4/8 Naive/Stemlike","Ptk2"
"Il17ra",3.00292955961557e-44,0.77271956170852,0.417,0.285,5.07765359235397e-40,"CD4/8 Naive/Stemlike","Il17ra"
"Oprm1",3.30613435464257e-44,1.24863762913049,0.216,0.107,5.59034258026512e-40,"CD4/8 Naive/Stemlike","Oprm1"
"Sgpp1",3.9365989485449e-44,1.20748966603099,0.254,0.142,6.65639516209457e-40,"CD4/8 Naive/Stemlike","Sgpp1"
"RP23-402A4.1",7.71435606839039e-44,3.37325670932552,0.064,0.008,1.30442046760413e-39,"CD4/8 Naive/Stemlike","RP23-402A4.1"
"Birc3",1.3774666288579e-43,0.349947891281965,0.623,0.477,2.32915832273583e-39,"CD4/8 Naive/Stemlike","Birc3"
"Prkd2",1.42600693115015e-43,0.872560652453853,0.361,0.235,2.41123511988178e-39,"CD4/8 Naive/Stemlike","Prkd2"
"Prdx6",1.7708641657834e-43,0.458657228103562,0.665,0.546,2.99435421792316e-39,"CD4/8 Naive/Stemlike","Prdx6"
"Mob3b",3.66051797467515e-43,1.47198181727376,0.168,0.072,6.18956984337822e-39,"CD4/8 Naive/Stemlike","Mob3b"
"Nup153",8.61722093590631e-43,0.555513552024638,0.574,0.453,1.4570858880524e-38,"CD4/8 Naive/Stemlike","Nup153"
"Ftl1",1.02924921088306e-42,0.313598472522489,0.792,0.696,1.74035749068217e-38,"CD4/8 Naive/Stemlike","Ftl1"
"Sepp1",1.11946910445705e-42,0.876249702825954,0.344,0.218,1.89291030872642e-38,"CD4/8 Naive/Stemlike","Sepp1"
