"","SC78_6_factor1","SC78_6_factor2","SC78_6_factor3","SC78_6_factor4","SC78_6_factor5","SC78_6_factor6","SC78_6_factor7","SC78_6_factor8"
"270","Csf2rb","Ube2d3","Ubc","Dach1","Rpl37a","Gpcpd1","Uqcrh","Skil"
"271","Adam17","2810474O19Rik","Tnfaip2","Rpl28","Marcks","Arhgap26","Arf5","Msrb1"
"272","Rdh12","Slfn4","St3gal4","Cxcr2","Xylt1","Themis2","Dnajb6","Cmip"
"273","Mctp2","Sgms2","Adam19","Jund","Rps14","Serinc3","Gm20388","Aff1"
"274","Rsrp1","Picalm","Etf1","Lrrk2","Skap2","Fndc3b","Polr1d","Atp2b1"
"275","Mgea5","Mir142hg","Mbd5","Selplg","Gm8730","Ypel3","Taf10","Gm5483"
"276","Dopey2","Plekhm2","Sbno2","Unc119","H2afj","Gla","Myl6","Ddx3x"
"277","Map3k5","BC100530","Ccrl2","Cd53","1110008F13Rik","Il1rn","Vdac2","Rsad2"
"278","Mrpl33","Atp6ap2","Slfn4","Sp140","Dazap2","Tspo","Fam104a","Ltb"
"279","Synj1","Il1rn","Ptpre","Dbi","Cd53","Dusp16","Spcs2","Mrgpra2b"
"280","Camk1d","Rac1","Rac2","Cox8a","Samhd1","Baz2b","Creg1","Gna13"
"281","Crem","Marcks","Tspan13","Rac1","Rpl27a","Klf2","Lamtor1","Baz1a"
"282","Itgb2","Gda","Cytip","Hmgn2","Ppp1r2","Slc38a1","Matr3","Actr3"
"283","Dusp5","Gls","Anxa2","Picalm","Snx18","Cox8a","Selk","Srsf5"
"284","Tnrc18","Pnpla7","Gnai2","Asnsd1","Sell","Per1","B2m","Ctss"
"285","Celf2","Ifitm3","Baz2b","Sgms2","Gcnt2","Pbx1","Cxcr4","Klf6"
"286","Pla2g7","Crebrf","Slpi","Rpl18a","Dnaja1","Atp6ap2","Gm10073","Ntng2"
"287","Zswim6","Atp6v1b2","Dock11","Rps3a1","Ubl5","Rab20","Xist","Lrrc25"
"288","Npepps","Chst11","Wipf1","Lipg","Serp1","D8Ertd738e","Ankhd1","Il10ra"
"289","Runx1","Sgpl1","Stk38","Stk17b","D8Ertd738e","Ostf1","Ubxn1","Spata13"
"290","Cfap43","Chd7","Ncf4","Cd44","Rpl23","Itm2b","Gnas","Irf2"
"291","Rap1b","Ncf4","Zfand3","Rnf130","Ube2h","Tlr4","Scarb2","Rps29"
"292","Rbpj","Ube2b","Sirpa","Bst1","Coq10b","Npepps","Coro1a","Tnip1"
"293","Tlr4","Syk","2810474O19Rik","Psap","Grb2","Tnfrsf1a","Atp5j","Steap4"
"294","Hck","Gadd45g","Atp6v1a","Hpcal1","Rpl10","Grb2","Srsf7","Lrg1"
"295","Cap1","Cers6","Lpcat2","Ptpn1","H2-T23","Zeb2","Spi1","Chst11"
"296","Kdm6b","Ptp4a1","Cd44","Plscr1","Ppp1r3b","Zfand5","Zfp36l2","mt-Cytb"
"297","Syk","Rnh1","Pkm","Cst3","Cox4i1","Tbc1d15","Prrc2c","Card19"
"298","Abtb2","Zfand5","Foxo3","Scand1","Lamp2","Il15","H3f3a","Oasl1"
"299","Tra2a","Erbb2ip","Tpt1","Chchd2","Psap","Rpl23","Ctsd","Fpr2"
"300","C5ar1","Itsn2","Por","Rpl10","Snx20","Adipor1","1700112E06Rik","Cd47"
